# THIS FILE SHOULD NEVER BE EDITED !!!!!!!!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,name,symbol,nuclear_spin,abundance,nucleon,proton,neutron,group,period,block,serie,state,family,ionization_energy,configuration,url,equal,b_coherent,b_incoherent,b_incoherent2,xs_coherent,xs_incoherent,xs_scattering,xs_absorption,atomic_number,atomic_weight,vdw_radius,covalent_radius,atomic_radius,electronegativity,electroaffinity,charge,color,xray_asf_a1,xray_asf_a2,xray_asf_a3,xray_asf_a4,xray_asf_c,xray_asf_b1,xray_asf_b2,xray_asf_b3,xray_asf_b4
type,str,str,int,float,int,int,int,int,int,str,int,str,str,float,str,str,float,float,float,float,float,float,float,float,int,float,float,float,float,float,float,int,str,float,float,float,float,float,float,float,float,float
Ag107,silver,Ag,0.5,51.83,107,47,60,11,5,d,8,solid,transition metal,1831.92516,[Kr] 5s2 4d9,http://en.wikipedia.org/wiki/Silver,1,0.00007555,0.00001,1E-010,7.17E-010,1.30E-011,7.30E-010,3.76E-009,47,106.905093,0.172,0.145,0.175,1.93,315.420846,0,1;1;1,19.2808,16.6885,4.8045,1.0463,5.179,0.006446,0.074726,0.246605,0.998156
Ag109,silver,Ag,0.5,48.17,109,47,62,11,5,d,8,solid,transition metal,1831.92516,[Kr] 5s2 4d9,http://en.wikipedia.org/wiki/Silver,1,0.00004165,-0.000016,2.56E-010,2.18E-010,3.20E-011,2.50E-010,9.10E-009,47,108.904756,0.172,0.145,0.175,1.93,315.420846,0,1;1;1,19.2808,16.6885,4.8045,1.0463,5.179,0.006446,0.074726,0.246605,0.998156
Cd,cadmium,Cd,####,100,####,48,####,12,5,d,8,solid,transition metal,2174.70084,[Kr] 5s2 4d10,http://en.wikipedia.org/wiki/Cadmium,1,####,5.25E-005,2.75625E-009,3.04E-010,3.46E-010,6.50E-010,0.000000252,48,112.411,0.158,0.144,0.171,1.69,####,0,1;1;1,19.2214,17.6444,4.461,1.6029,5.0694,0.005946,0.069089,0.247008,0.874825
Cd106,cadmium,Cd,0,1.25,106,48,58,12,5,d,8,solid,transition metal,2174.70084,[Kr] 5s2 4d10,http://en.wikipedia.org/wiki/Cadmium,1,0.00005,0,0,3.10E-010,0,3.10E-010,1.00E-010,48,105.906458,0.158,0.144,0.171,1.69,####,0,1;1;1,19.2214,17.6444,4.461,1.6029,5.0694,0.005946,0.069089,0.247008,0.874825
Cd108,cadmium,Cd,0,0.89,108,48,60,12,5,d,8,solid,transition metal,2174.70084,[Kr] 5s2 4d10,http://en.wikipedia.org/wiki/Cadmium,1,0.000054,0,0,3.70E-010,0,3.70E-010,1.10E-010,48,107.904183,0.158,0.144,0.171,1.69,####,0,1;1;1,19.2214,17.6444,4.461,1.6029,5.0694,0.005946,0.069089,0.247008,0.874825
Cd110,cadmium,Cd,0,12.51,110,48,62,12,5,d,8,solid,transition metal,2174.70084,[Kr] 5s2 4d10,http://en.wikipedia.org/wiki/Cadmium,1,0.000059,0,0,4.40E-010,0,4.40E-010,1.10E-009,48,109.903006,0.158,0.144,0.171,1.69,####,0,1;1;1,19.2214,17.6444,4.461,1.6029,5.0694,0.005946,0.069089,0.247008,0.874825
Cd111,cadmium,Cd,0.5,12.81,111,48,63,12,5,d,8,solid,transition metal,2174.70084,[Kr] 5s2 4d10,http://en.wikipedia.org/wiki/Cadmium,1,0.000065,1.55E-005,2.4025E-010,5.30E-010,3.00E-011,5.60E-010,2.40E-009,48,110.904182,0.158,0.144,0.171,1.69,####,0,1;1;1,19.2214,17.6444,4.461,1.6029,5.0694,0.005946,0.069089,0.247008,0.874825
Cd112,cadmium,Cd,0,24.13,112,48,64,12,5,d,8,solid,transition metal,2174.70084,[Kr] 5s2 4d10,http://en.wikipedia.org/wiki/Cadmium,1,0.000064,0,0,5.10E-010,0,5.10E-010,2.20E-010,48,111.9027572,0.158,0.144,0.171,1.69,####,0,1;1;1,19.2214,17.6444,4.461,1.6029,5.0694,0.005946,0.069089,0.247008,0.874825
Cd113,cadmium,Cd,0.5,12.22,113,48,65,12,5,d,8,solid,transition metal,2174.70084,[Kr] 5s2 4d10,http://en.wikipedia.org/wiki/Cadmium,1,####,1.55E-005,2.4025E-010,1.21E-009,3.00E-011,1.24E-009,0.00000206,48,112.9044009,0.158,0.144,0.171,1.69,####,0,1;1;1,19.2214,17.6444,4.461,1.6029,5.0694,0.005946,0.069089,0.247008,0.874825
Cd114,cadmium,Cd,0,28.72,114,48,66,12,5,d,8,solid,transition metal,2174.70084,[Kr] 5s2 4d10,http://en.wikipedia.org/wiki/Cadmium,1,0.000075,0,0,7.10E-010,0,7.10E-010,3.40E-011,48,113.9033581,0.158,0.144,0.171,1.69,####,0,1;1;1,19.2214,17.6444,4.461,1.6029,5.0694,0.005946,0.069089,0.247008,0.874825
Cd116,cadmium,Cd,0,7.47,116,48,68,12,5,d,8,solid,transition metal,2174.70084,[Kr] 5s2 4d10,http://en.wikipedia.org/wiki/Cadmium,1,0.000063,0,0,5.00E-010,0,5.00E-010,7.50E-012,48,115.904755,0.158,0.144,0.171,1.69,####,0,1;1;1,19.2214,17.6444,4.461,1.6029,5.0694,0.005946,0.069089,0.247008,0.874825
In,indium,In,####,100,####,49,####,13,5,p,7,solid,post-transition metal,1399.15152,[Kr] 5s2 4d10 5p1,http://en.wikipedia.org/wiki/Indium,1,####,2.07E-005,4.2849E-010,2.08E-010,5.40E-011,2.62E-010,1.94E-008,49,114.818,0.193,0.142,0.2,1.78,97.6872,0,1;1;1,19.1624,18.5596,4.2948,2.0396,4.9391,0.005476,0.063776,0.258499,0.928029
In113,indium,In,4.5,4.3,113,49,64,13,5,p,7,solid,post-transition metal,1399.15152,[Kr] 5s2 4d10 5p1,http://en.wikipedia.org/wiki/Indium,1,0.0000539,0.00000017,2.89E-014,3.65E-010,3.70E-015,3.65E-010,1.20E-009,49,112.904061,0.193,0.142,0.2,1.78,97.6872,0,1;1;1,19.1624,18.5596,4.2948,2.0396,4.9391,0.005476,0.063776,0.258499,0.928029
In115,indium,In,4.5,95.7,115,49,66,13,5,p,7,solid,post-transition metal,1399.15152,[Kr] 5s2 4d10 5p1,http://en.wikipedia.org/wiki/Indium,1,####,-0.000021,4.41E-010,2.02E-010,5.50E-011,2.57E-010,2.02E-008,49,114.903878,0.193,0.142,0.2,1.78,97.6872,0,1;1;1,19.1624,18.5596,4.2948,2.0396,4.9391,0.005476,0.063776,0.258499,0.928029
Sn,tin,Sn,####,100,####,50,####,14,5,p,7,solid,post-transition metal,1775.75502,[Kr] 5s2 4d10 5p2,http://en.wikipedia.org/wiki/Tin,1,0.00006225,4.18E-006,1.74724E-011,4.87E-010,2.20E-012,4.89E-010,6.26E-011,50,118.71,0.217,0.139,0.172,1.96,268.8975588,0,1;1;1,19.1889,19.1005,4.4585,2.4663,4.7821,0.058303,0.005031,0.268909,0.839571
Sn112,tin,Sn,0,1,112,50,62,14,5,p,7,solid,post-transition metal,1775.75502,[Kr] 5s2 4d10 5p2,http://en.wikipedia.org/wiki/Tin,1,0.00006,0,0,4.50E-010,0,4.50E-010,1.00E-010,50,111.904821,0.217,0.139,0.172,1.96,268.8975588,0,1;1;1,19.1889,19.1005,4.4585,2.4663,4.7821,0.058303,0.005031,0.268909,0.839571
Sn114,tin,Sn,0,0.7,114,50,64,14,5,p,7,solid,post-transition metal,1775.75502,[Kr] 5s2 4d10 5p2,http://en.wikipedia.org/wiki/Tin,1,0.000062,0,0,4.80E-010,0,4.80E-010,1.14E-011,50,113.902782,0.217,0.139,0.172,1.96,268.8975588,0,1;1;1,19.1889,19.1005,4.4585,2.4663,4.7821,0.058303,0.005031,0.268909,0.839571
Sn115,tin,Sn,0.5,0.4,115,50,65,14,5,p,7,solid,post-transition metal,1775.75502,[Kr] 5s2 4d10 5p2,http://en.wikipedia.org/wiki/Tin,1,0.00006,1.55E-005,2.4025E-010,4.50E-010,3.00E-011,4.80E-010,0.000000003,50,114.903346,0.217,0.139,0.172,1.96,268.8975588,0,1;1;1,19.1889,19.1005,4.4585,2.4663,4.7821,0.058303,0.005031,0.268909,0.839571
Sn116,tin,Sn,0,14.7,116,50,66,14,5,p,7,solid,post-transition metal,1775.75502,[Kr] 5s2 4d10 5p2,http://en.wikipedia.org/wiki/Tin,1,0.0000593,0,0,4.42E-010,0,4.42E-010,1.40E-011,50,115.901744,0.217,0.139,0.172,1.96,268.8975588,0,1;1;1,19.1889,19.1005,4.4585,2.4663,4.7821,0.058303,0.005031,0.268909,0.839571
Sn117,tin,Sn,0.5,7.7,117,50,67,14,5,p,7,solid,post-transition metal,1775.75502,[Kr] 5s2 4d10 5p2,http://en.wikipedia.org/wiki/Tin,1,0.0000648,1.55E-005,2.4025E-010,5.28E-010,3.00E-011,5.60E-010,2.30E-010,50,116.902954,0.217,0.139,0.172,1.96,268.8975588,0,1;1;1,19.1889,19.1005,4.4585,2.4663,4.7821,0.058303,0.005031,0.268909,0.839571
Sn118,tin,Sn,0,24.3,118,50,68,14,5,p,7,solid,post-transition metal,1775.75502,[Kr] 5s2 4d10 5p2,http://en.wikipedia.org/wiki/Tin,1,0.0000607,0,0,4.63E-010,0,4.63E-010,2.20E-011,50,117.901606,0.217,0.139,0.172,1.96,268.8975588,0,1;1;1,19.1889,19.1005,4.4585,2.4663,4.7821,0.058303,0.005031,0.268909,0.839571
Sn119,tin,Sn,0.5,8.6,119,50,69,14,5,p,7,solid,post-transition metal,1775.75502,[Kr] 5s2 4d10 5p2,http://en.wikipedia.org/wiki/Tin,1,0.0000612,1.55E-005,2.4025E-010,4.71E-010,3.00E-011,5.00E-010,2.20E-010,50,118.903309,0.217,0.139,0.172,1.96,268.8975588,0,1;1;1,19.1889,19.1005,4.4585,2.4663,4.7821,0.058303,0.005031,0.268909,0.839571
Sn120,tin,Sn,0,32.4,120,50,70,14,5,p,7,solid,post-transition metal,1775.75502,[Kr] 5s2 4d10 5p2,http://en.wikipedia.org/wiki/Tin,1,0.0000649,0,0,5.29E-010,0,5.29E-010,1.40E-011,50,119.9021966,0.217,0.139,0.172,1.96,268.8975588,0,1;1;1,19.1889,19.1005,4.4585,2.4663,4.7821,0.058303,0.005031,0.268909,0.839571
Sn122,tin,Sn,0,4.6,122,50,72,14,5,p,7,solid,post-transition metal,1775.75502,[Kr] 5s2 4d10 5p2,http://en.wikipedia.org/wiki/Zinc,1,0.0000574,0,0,4.14E-010,0,4.14E-010,1.80E-011,50,121.9034401,0.217,0.139,0.172,1.96,268.8975588,0,1;1;1,19.1889,19.1005,4.4585,2.4663,4.7821,0.058303,0.005031,0.268909,0.839571
Sn124,tin,Sn,0,5.6,124,50,74,14,5,p,7,solid,post-transition metal,1775.75502,[Kr] 5s2 4d10 5p2,http://en.wikipedia.org/wiki/Tin,1,0.0000597,0,0,4.48E-010,0,4.48E-010,1.33E-011,50,123.9052746,0.217,0.139,0.172,1.96,268.8975588,0,1;1;1,19.1889,19.1005,4.4585,2.4663,4.7821,0.058303,0.005031,0.268909,0.839571
Sb,antimony,Sb,####,100,####,51,####,15,5,p,5,solid,metalloid,2081.51112,[Kr] 5s2 4d10 5p3,http://en.wikipedia.org/wiki/Antimony,1,0.0000557,2.36E-006,5.5696E-012,3.90E-010,7.00E-013,3.90E-010,4.91E-010,51,121.76,0.2,0.139,0.153,2.05,253.2615618,0,1;1;1,19.6418,19.0455,5.0371,2.6827,4.5909,0.053034,0.004607,0.279074,0.752825
Sb121,antimony,Sb,2.5,57.3,121,51,70,15,5,p,5,solid,metalloid,2081.51112,[Kr] 5s2 4d10 5p3,http://en.wikipedia.org/wiki/Antimony,1,0.0000571,-0.0000005,2.5E-013,4.10E-010,3.00E-014,4.10E-010,5.75E-010,51,120.903818,0.2,0.139,0.153,2.05,253.2615618,0,1;1;1,19.6418,19.0455,5.0371,2.6827,4.5909,0.053034,0.004607,0.279074,0.752825
Sb123,antimony,Sb,3.5,42.7,123,51,72,15,5,p,5,solid,metalloid,2081.51112,[Kr] 5s2 4d10 5p3,http://en.wikipedia.org/wiki/Antimony,1,0.0000538,-0.000001,1E-012,3.64E-010,1.00E-013,3.64E-010,3.80E-010,51,122.9042157,0.2,0.139,0.153,2.05,253.2615618,0,1;1;1,19.6418,19.0455,5.0371,2.6827,4.5909,0.053034,0.004607,0.279074,0.752825
Te,tellurium,Te,####,100,####,52,####,16,5,p,5,solid,metalloid,2178.52128,[Kr] 5s2 4d10 5p4,http://en.wikipedia.org/wiki/Tellurium,1,0.000058,8.46E-006,7.15716E-011,4.23E-010,9.00E-012,4.32E-010,4.70E-010,52,127.6,0.206,0.147,0.142,2.1,476.557575,0,1;1;1,19.9644,19.0138,6.14487,2.5239,4.352,0.0481742,0.00420885,0.285284,0.708403
Te120,tellurium,Te,0,0.096,120,52,68,16,5,p,5,solid,metalloid,2178.52128,[Kr] 5s2 4d10 5p4,http://en.wikipedia.org/wiki/Tellurium,1,0.000053,0,0,3.50E-010,0,3.50E-010,2.30E-010,52,119.90402,0.206,0.147,0.142,2.1,476.557575,0,1;1;1,19.9644,19.0138,6.14487,2.5239,4.352,0.0481742,0.00420885,0.285284,0.708403
Te122,tellurium,Te,0,2.6,122,52,70,16,5,p,5,solid,metalloid,2178.52128,[Kr] 5s2 4d10 5p4,http://en.wikipedia.org/wiki/Tellurium,1,0.000038,0,0,1.80E-010,0,1.80E-010,3.40E-010,52,121.9030471,0.206,0.147,0.142,2.1,476.557575,0,1;1;1,19.9644,19.0138,6.14487,2.5239,4.352,0.0481742,0.00420885,0.285284,0.708403
Te123,tellurium,Te,0.5,0.908,123,52,71,16,5,p,5,solid,metalloid,2178.52128,[Kr] 5s2 4d10 5p4,http://en.wikipedia.org/wiki/Tellurium,1,####,-0.0000204,4.1616E-010,2.00E-013,5.20E-011,5.20E-011,4.18E-008,52,122.904273,0.206,0.147,0.142,2.1,476.557575,0,1;1;1,19.9644,19.0138,6.14487,2.5239,4.352,0.0481742,0.00420885,0.285284,0.708403
Te124,tellurium,Te,0,4.816,124,52,72,16,5,p,5,solid,metalloid,2178.52128,[Kr] 5s2 4d10 5p4,http://en.wikipedia.org/wiki/Tellurium,1,0.0000796,0,0,8.00E-010,0,8.00E-010,6.80E-010,52,123.9028195,0.206,0.147,0.142,2.1,476.557575,0,1;1;1,19.9644,19.0138,6.14487,2.5239,4.352,0.0481742,0.00420885,0.285284,0.708403
Te125,tellurium,Te,0.5,7.14,125,52,73,16,5,p,5,solid,metalloid,2178.52128,[Kr] 5s2 4d10 5p4,http://en.wikipedia.org/wiki/Tellurium,1,0.0000502,-0.0000026,6.76E-012,3.17E-010,8.00E-013,3.18E-010,1.55E-010,52,124.9044247,0.206,0.147,0.142,2.1,476.557575,0,1;1;1,19.9644,19.0138,6.14487,2.5239,4.352,0.0481742,0.00420885,0.285284,0.708403
Te126,tellurium,Te,0,18.95,126,52,74,16,5,p,5,solid,metalloid,2178.52128,[Kr] 5s2 4d10 5p4,http://en.wikipedia.org/wiki/Tellurium,1,0.0000556,0,0,3.88E-010,0,3.88E-010,1.04E-010,52,125.9033055,0.206,0.147,0.142,2.1,476.557575,0,1;1;1,19.9644,19.0138,6.14487,2.5239,4.352,0.0481742,0.00420885,0.285284,0.708403
Te128,tellurium,Te,0,31.69,128,52,76,16,5,p,5,solid,metalloid,2178.52128,[Kr] 5s2 4d10 5p4,http://en.wikipedia.org/wiki/Tellurium,1,0.0000589,0,0,4.36E-010,0,4.36E-010,2.15E-011,52,127.9044614,0.206,0.147,0.142,2.1,476.557575,0,1;1;1,19.9644,19.0138,6.14487,2.5239,4.352,0.0481742,0.00420885,0.285284,0.708403
Te130,tellurium,Te,0,33.8,130,52,78,16,5,p,5,solid,metalloid,2178.52128,[Kr] 5s2 4d10 5p4,http://en.wikipedia.org/wiki/Tellurium,1,0.0000602,0,0,4.55E-010,0,4.55E-010,2.90E-011,52,129.9062228,0.206,0.147,0.142,2.1,476.557575,0,1;1;1,19.9644,19.0138,6.14487,2.5239,4.352,0.0481742,0.00420885,0.285284,0.708403
I,iodine,I,####,100,####,53,####,17,5,p,6,solid,halogen,2527.12434,[Kr] 5s2 4d10 5p5,http://en.wikipedia.org/wiki/Iodine,1,0.0000528,0.0000158,2.4964E-010,3.50E-010,3.10E-011,3.81E-010,6.15E-010,53,126.904468,0.198,0.14,0.132,2.66,739.6753884,0,218;165;32,20.1472,18.9949,7.5138,2.2735,4.0712,0.04347,0.003814,0.27766,0.668776
I127,iodine,I,2.5,100,127,53,74,17,5,p,6,solid,halogen,2527.12434,[Kr] 5s2 4d10 5p5,http://en.wikipedia.org/wiki/Iodine,1,0.0000528,0.0000158,2.4964E-010,3.50E-010,3.10E-011,3.81E-010,6.15E-010,53,126.904468,0.198,0.14,0.132,2.66,739.6753884,0,1;1;1,20.1472,18.9949,7.5138,2.2735,4.0712,0.04347,0.003814,0.27766,0.668776
Xe,xenon,Xe,####,100,####,54,####,18,5,p,2,gas,noble gas,2932.98564,[Kr] 5s2 4d10 5p6,http://en.wikipedia.org/wiki/Xenon,1,0.0000492,0.0000304,9.2416E-010,2.96E-010,0,####,2.39E-009,54,131.293,0.216,0.15,0.124,2.6,####,0,1;1;1,20.2933,19.0298,8.9767,1.99,3.7118,0.039282,0.00344,0.264659,0.642658
Xe124,xenon,Xe,0,0.1,124,54,70,18,5,p,2,gas,noble gas,2932.98564,[Kr] 5s2 4d10 5p6,http://en.wikipedia.org/wiki/Xenon,1,####,0,0,####,0,####,1.65E-008,54,123.9058958,0.216,0.15,0.124,2.6,####,0,1;1;1,20.2933,19.0298,8.9767,1.99,3.7118,0.039282,0.00344,0.264659,0.642658
Xe126,xenon,Xe,0,0.09,126,54,72,18,5,p,2,gas,noble gas,2932.98564,[Kr] 5s2 4d10 5p6,http://en.wikipedia.org/wiki/Xenon,1,####,0,0,####,0,####,3.50E-010,54,125.904269,0.216,0.15,0.124,2.6,####,0,1;1;1,20.2933,19.0298,8.9767,1.99,3.7118,0.039282,0.00344,0.264659,0.642658
Xe128,xenon,Xe,0,1.91,128,54,74,18,5,p,2,gas,noble gas,2932.98564,[Kr] 5s2 4d10 5p6,http://en.wikipedia.org/wiki/Xenon,1,####,0,0,####,0,####,8.00E-010,54,127.9035304,0.216,0.15,0.124,2.6,####,0,1;1;1,20.2933,19.0298,8.9767,1.99,3.7118,0.039282,0.00344,0.264659,0.642658
Xe129,xenon,Xe,0.5,26.4,129,54,75,18,5,p,2,gas,noble gas,2932.98564,[Kr] 5s2 4d10 5p6,http://en.wikipedia.org/wiki/Xenon,1,####,####,####,####,####,####,2.10E-009,54,128.9047795,0.216,0.15,0.124,2.6,####,0,1;1;1,20.2933,19.0298,8.9767,1.99,3.7118,0.039282,0.00344,0.264659,0.642658
Xe130,xenon,Xe,0,4.1,130,54,76,18,5,p,2,gas,noble gas,2932.98564,[Kr] 5s2 4d10 5p6,http://en.wikipedia.org/wiki/Xenon,1,####,0,0,####,0,####,2.60E-009,54,129.9035079,0.216,0.15,0.124,2.6,####,0,1;1;1,20.2933,19.0298,8.9767,1.99,3.7118,0.039282,0.00344,0.264659,0.642658
Xe131,xenon,Xe,1.5,21.2,131,54,77,18,5,p,2,gas,noble gas,2932.98564,[Kr] 5s2 4d10 5p6,http://en.wikipedia.org/wiki/Xenon,1,####,####,####,####,####,####,8.50E-009,54,130.9050819,0.216,0.15,0.124,2.6,####,0,1;1;1,20.2933,19.0298,8.9767,1.99,3.7118,0.039282,0.00344,0.264659,0.642658
Xe132,xenon,Xe,0,26.9,132,54,78,18,5,p,2,gas,noble gas,2932.98564,[Kr] 5s2 4d10 5p6,http://en.wikipedia.org/wiki/Xenon,1,####,0,0,####,0,####,4.50E-011,54,131.9041545,0.216,0.15,0.124,2.6,####,0,1;1;1,20.2933,19.0298,8.9767,1.99,3.7118,0.039282,0.00344,0.264659,0.642658
Xe134,xenon,Xe,0,10.4,134,54,80,18,5,p,2,gas,noble gas,2932.98564,[Kr] 5s2 4d10 5p6,http://en.wikipedia.org/wiki/Xenon,1,####,0,0,####,0,####,2.65E-011,54,133.9053945,0.216,0.15,0.124,2.6,####,0,1;1;1,20.2933,19.0298,8.9767,1.99,3.7118,0.039282,0.00344,0.264659,0.642658
Xe136,xenon,Xe,0,8.9,136,54,82,18,5,p,2,gas,noble gas,2932.98564,[Kr] 5s2 4d10 5p6,http://en.wikipedia.org/wiki/Xenon,1,####,0,0,####,0,####,2.60E-011,54,135.90722,0.216,0.15,0.124,2.6,####,0,1;1;1,20.2933,19.0298,8.9767,1.99,3.7118,0.039282,0.00344,0.264659,0.642658
Cs,caesium,Cs,####,100,####,55,####,1,6,s,3,solid,alkali metal,941.54502,[Xe] 4f1,http://en.wikipedia.org/wiki/Caesium,1,0.0000542,0.0000129,1.6641E-010,3.69E-010,2.10E-011,3.90E-010,2.90E-009,55,132.905447,0.2,0.244,0.334,0.79,114.0391668,0,1;1;1,20.3892,19.1062,10.662,1.4953,3.3352,0.03569,0.003107,0.243879,2.13904
Cs133,caesium,Cs,3.5,100,133,55,78,1,6,s,3,solid,alkali metal,941.54502,[Xe] 4f1,http://en.wikipedia.org/wiki/Caesium,1,0.0000542,0.0000129,1.6641E-010,3.69E-010,2.10E-011,3.90E-010,2.90E-009,55,132.905447,0.2,0.244,0.334,0.79,114.0391668,0,1;1;1,20.3892,19.1062,10.662,1.4953,3.3352,0.03569,0.003107,0.243879,2.13904
Ba,barium,Ba,####,100,####,56,####,2,6,s,4,solid,alkaline earth metal,1260.18906,[Xe] 4f2,http://en.wikipedia.org/wiki/Barium,1,0.0000507,1.09E-005,1.1881E-010,3.23E-010,1.50E-011,3.38E-010,1.10E-010,56,137.327,0.2,0.215,0.278,0.89,34.969116,0,1;1;1,20.3361,19.297,10.888,2.6959,2.7731,0.03216,0.002756,0.202073,1.67202
Ba130,barium,Ba,0,0.11,130,56,74,2,6,s,4,solid,alkaline earth metal,1260.18906,[Xe] 4f2,http://en.wikipedia.org/wiki/Barium,1,-0.000036,0,0,1.60E-010,0,1.60E-010,0.000000003,56,129.90631,0.2,0.215,0.278,0.89,34.969116,0,1;1;1,20.3361,19.297,10.888,2.6959,2.7731,0.03216,0.002756,0.202073,1.67202
Ba132,barium,Ba,0,0.1,132,56,76,2,6,s,4,solid,alkaline earth metal,1260.18906,[Xe] 4f2,http://en.wikipedia.org/wiki/Barium,1,0.000078,0,0,7.60E-010,0,7.60E-010,7.00E-010,56,131.905056,0.2,0.215,0.278,0.89,34.969116,0,1;1;1,20.3361,19.297,10.888,2.6959,2.7731,0.03216,0.002756,0.202073,1.67202
Ba134,barium,Ba,0,2.42,134,56,78,2,6,s,4,solid,alkaline earth metal,1260.18906,[Xe] 4f2,http://en.wikipedia.org/wiki/Barium,1,0.000057,0,0,4.08E-010,0,4.08E-010,2.00E-010,56,133.904503,0.2,0.215,0.278,0.89,34.969116,0,1;1;1,20.3361,19.297,10.888,2.6959,2.7731,0.03216,0.002756,0.202073,1.67202
Ba135,barium,Ba,1.5,6.59,135,56,79,2,6,s,4,solid,alkaline earth metal,1260.18906,[Xe] 4f2,http://en.wikipedia.org/wiki/Barium,1,0.0000467,1.99E-005,3.9601E-010,2.74E-010,5.00E-011,3.20E-010,5.80E-010,56,134.905683,0.2,0.215,0.278,0.89,34.969116,0,1;1;1,20.3361,19.297,10.888,2.6959,2.7731,0.03216,0.002756,0.202073,1.67202
Ba136,barium,Ba,0,7.85,136,56,80,2,6,s,4,solid,alkaline earth metal,1260.18906,[Xe] 4f2,http://en.wikipedia.org/wiki/Barium,1,0.0000491,0,0,3.03E-010,0,3.03E-010,6.80E-011,56,135.90457,0.2,0.215,0.278,0.89,34.969116,0,1;1;1,20.3361,19.297,10.888,2.6959,2.7731,0.03216,0.002756,0.202073,1.67202
Ba137,barium,Ba,1.5,11.23,137,56,81,2,6,s,4,solid,alkaline earth metal,1260.18906,[Xe] 4f2,http://en.wikipedia.org/wiki/Barium,1,0.0000683,1.99E-005,3.9601E-010,5.86E-010,5.00E-011,6.40E-010,3.60E-010,56,136.905821,0.2,0.215,0.278,0.89,34.969116,0,1;1;1,20.3361,19.297,10.888,2.6959,2.7731,0.03216,0.002756,0.202073,1.67202
Ba138,barium,Ba,0,71.7,138,56,82,2,6,s,4,solid,alkaline earth metal,1260.18906,[Xe] 4f2,http://en.wikipedia.org/wiki/Barium,1,0.0000484,0,0,2.94E-010,0,2.94E-010,2.70E-011,56,137.905241,0.2,0.215,0.278,0.89,34.969116,0,1;1;1,20.3361,19.297,10.888,2.6959,2.7731,0.03216,0.002756,0.202073,1.67202
La,lanthanum,La,####,100,####,57,####,3,6,f,9,solid,lanthanoid,1348.49442,[Xe] 4f3,http://en.wikipedia.org/wiki/Lanthanum,1,0.0000824,3.00E-005,9E-010,8.53E-010,1.13E-010,9.66E-010,8.97E-010,57,138.9055,0.2,0.207,0.274,1.1,113.646,0,1;1;1,20.578,19.599,11.3727,3.28719,2.14678,0.0294817,0.00244475,0.187726,1.33124
La138,lanthanum,La,5,0.09,138,57,81,3,6,f,9,solid,lanthanoid,1348.49442,[Xe] 4f3,http://en.wikipedia.org/wiki/Lanthanum,1,0.00008,1.99E-005,3.9601E-010,8.00E-010,5.00E-011,8.50E-010,5.70E-009,57,137.907107,0.2,0.207,0.274,1.1,113.646,0,1;1;1,20.578,19.599,11.3727,3.28719,2.14678,0.0294817,0.00244475,0.187726,1.33124
La139,lanthanum,La,3.5,99.91,139,57,82,3,6,f,9,solid,lanthanoid,1348.49442,[Xe] 4f3,http://en.wikipedia.org/wiki/Lanthanum,1,0.0000824,0.00003,9E-010,8.53E-010,1.13E-010,9.66E-010,8.93E-010,57,138.906348,0.2,0.207,0.274,1.1,113.646,0,1;1;1,20.578,19.599,11.3727,3.28719,2.14678,0.0294817,0.00244475,0.187726,1.33124
Ce,cerium,Ce,####,100,####,58,####,3,6,f,9,solid,lanthanoid,1339.25766,[Xe] 4f4,http://en.wikipedia.org/wiki/Cerium,1,0.0000484,8.92E-007,7.95664E-013,2.94E-010,1.00E-013,2.94E-010,6.30E-011,58,140.116,0.2,0.204,0.27,1.12,120.9,0,1;1;1,21.1671,19.7695,11.8513,3.33049,1.86264,0.0281219,0.00226836,0.176083,1.27113
Ce136,cerium,Ce,0,0.19,136,58,78,3,6,f,9,solid,lanthanoid,1339.25766,[Xe] 4f4,http://en.wikipedia.org/wiki/Cerium,1,0.000058,0,0,4.23E-010,0,4.23E-010,7.30E-010,58,135.90714,0.2,0.204,0.27,1.12,120.9,0,1;1;1,21.1671,19.7695,11.8513,3.33049,1.86264,0.0281219,0.00226836,0.176083,1.27113
Ce138,cerium,Ce,0,0.25,138,58,80,3,6,f,9,solid,lanthanoid,1339.25766,[Xe] 4f4,http://en.wikipedia.org/wiki/Cerium,1,0.000067,0,0,5.64E-010,0,5.64E-010,1.10E-010,58,137.905986,0.2,0.204,0.27,1.12,120.9,0,1;1;1,21.1671,19.7695,11.8513,3.33049,1.86264,0.0281219,0.00226836,0.176083,1.27113
Ce140,cerium,Ce,0,88.48,140,58,82,3,6,f,9,solid,lanthanoid,1339.25766,[Xe] 4f4,http://en.wikipedia.org/wiki/Cerium,1,0.0000484,0,0,2.94E-010,0,2.94E-010,5.70E-011,58,139.905434,0.2,0.204,0.27,1.12,120.9,0,1;1;1,21.1671,19.7695,11.8513,3.33049,1.86264,0.0281219,0.00226836,0.176083,1.27113
Ce142,cerium,Ce,0,11.08,142,58,84,3,6,f,9,solid,lanthanoid,1339.25766,[Xe] 4f4,http://en.wikipedia.org/wiki/Cerium,1,0.0000475,0,0,2.84E-010,0,2.84E-010,9.50E-011,58,141.90924,0.2,0.204,0.27,1.12,120.9,0,1;1;1,21.1671,19.7695,11.8513,3.33049,1.86264,0.0281219,0.00226836,0.176083,1.27113
